trial_id,title,condition,intervention,phase,status,start_date,estimated_completion,sponsor,enrollment_target,primary_endpoint,location,inclusion_criteria,exclusion_criteria
NCT49332443,A Phase II Study of Immunotherapy in Alzheimer's Disease,Alzheimer's Disease,Vaccine,IV,Completed,2019-07-08,2024-01-05,Merck,872,Safety and efficacy of intervention in Alzheimer's Disease,Global,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT78313344,A Phase IV Study of Behavioral intervention in Breast Cancer,Breast Cancer,Medical device,III,Recruiting,2022-10-13,2027-09-27,NIH,3320,Safety and efficacy of intervention in Breast Cancer,Europe,Adults aged 18-75 with confirmed Breast Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT80844992,A Phase I Study of Stem cell therapy in Sleep Apnea,Sleep Apnea,Surgical procedure,III,Terminated,2025-06-09,2028-01-27,Pfizer,4833,Safety and efficacy of intervention in Sleep Apnea,Asia-Pacific,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT89211025,A Phase I Study of Combination therapy in Diabetes Type 2,Diabetes Type 2,Gene therapy,I,Not yet recruiting,2025-02-18,2026-08-06,Johnson & Johnson,1966,Safety and efficacy of intervention in Diabetes Type 2,Europe,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT21297007,A Phase I Study of Combination therapy in Rheumatoid Arthritis,Rheumatoid Arthritis,Medical device,IV,Recruiting,2024-05-10,2026-06-22,Roche,193,Safety and efficacy of intervention in Rheumatoid Arthritis,Global,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT47522515,A Phase III Study of Novel pharmaceutical compound in Alzheimer's Disease,Alzheimer's Disease,Stem cell therapy,III,Recruiting,2020-08-08,2025-04-26,Novartis,3632,Safety and efficacy of intervention in Alzheimer's Disease,United States,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT86555240,A Phase I Study of Immunotherapy in Sleep Apnea,Sleep Apnea,Surgical procedure,III,Suspended,2019-01-28,2020-07-01,Johnson & Johnson,933,Safety and efficacy of intervention in Sleep Apnea,Asia-Pacific,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT38602241,A Phase IV Study of Immunotherapy in Multiple Sclerosis,Multiple Sclerosis,Stem cell therapy,I,Terminated,2021-06-18,2025-04-10,Merck,959,Safety and efficacy of intervention in Multiple Sclerosis,Asia-Pacific,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT77905610,A Phase I Study of Gene therapy in Coronary Artery Disease,Coronary Artery Disease,Medical device,I,Suspended,2024-03-18,2026-01-19,Merck,3974,Safety and efficacy of intervention in Coronary Artery Disease,Global,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT73865006,A Phase IV Study of Immunotherapy in Multiple Sclerosis,Multiple Sclerosis,Immunotherapy,IV,Suspended,2025-04-11,2027-02-17,Merck,4943,Safety and efficacy of intervention in Multiple Sclerosis,Global,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT58335092,A Phase II Study of Surgical procedure in Diabetes Type 1,Diabetes Type 1,Behavioral intervention,I,Completed,2022-01-15,2023-04-03,Roche,2599,Safety and efficacy of intervention in Diabetes Type 1,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT25920961,A Phase IV Study of Stem cell therapy in Asthma,Asthma,Stem cell therapy,IV,Completed,2024-11-16,2029-11-06,Johnson & Johnson,3942,Safety and efficacy of intervention in Asthma,United States,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT93184269,A Phase I Study of Combination therapy in Sleep Apnea,Sleep Apnea,Novel pharmaceutical compound,II,Terminated,2023-07-27,2025-01-06,Pfizer,2792,Safety and efficacy of intervention in Sleep Apnea,Global,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT83942372,A Phase III Study of Surgical procedure in Psoriasis,Psoriasis,Combination therapy,I,Not yet recruiting,2024-05-06,2025-05-22,Pfizer,2356,Safety and efficacy of intervention in Psoriasis,Asia-Pacific,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT59754121,A Phase II Study of Behavioral intervention in Parkinson's Disease,Parkinson's Disease,Vaccine,IV,Terminated,2024-03-22,2025-10-14,Novartis,4199,Safety and efficacy of intervention in Parkinson's Disease,United States,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT82189108,A Phase I Study of Immunotherapy in Diabetes Type 1,Diabetes Type 1,Gene therapy,III,Completed,2022-08-31,2023-06-05,Roche,688,Safety and efficacy of intervention in Diabetes Type 1,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT16585354,A Phase II Study of Medical device in ADHD,ADHD,Combination therapy,IV,Terminated,2021-05-30,2024-02-13,Novartis,3814,Safety and efficacy of intervention in ADHD,Global,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT71723694,A Phase I Study of Surgical procedure in Schizophrenia,Schizophrenia,Combination therapy,II,Terminated,2019-12-14,2024-10-07,Roche,2536,Safety and efficacy of intervention in Schizophrenia,Asia-Pacific,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT16133998,A Phase III Study of Combination therapy in Psoriasis,Psoriasis,Novel pharmaceutical compound,III,Completed,2020-09-21,2025-05-28,Roche,33,Safety and efficacy of intervention in Psoriasis,United States,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT22665518,A Phase II Study of Combination therapy in Hypertension,Hypertension,Combination therapy,III,Terminated,2019-11-25,2021-04-25,Novartis,2568,Safety and efficacy of intervention in Hypertension,United States,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT41415521,A Phase I Study of Stem cell therapy in Sleep Apnea,Sleep Apnea,Stem cell therapy,III,Completed,2022-04-29,2026-12-15,Academic Medical Center,4382,Safety and efficacy of intervention in Sleep Apnea,Global,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT65391477,A Phase II Study of Stem cell therapy in Diabetes Type 2,Diabetes Type 2,Vaccine,I,Not yet recruiting,2022-01-09,2025-09-02,Pfizer,4859,Safety and efficacy of intervention in Diabetes Type 2,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT91746978,A Phase II Study of Gene therapy in Bipolar Disorder,Bipolar Disorder,Stem cell therapy,III,Not yet recruiting,2019-10-20,2024-04-30,NIH,2136,Safety and efficacy of intervention in Bipolar Disorder,United States,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT99472244,A Phase I Study of Gene therapy in Osteoarthritis,Osteoarthritis,Novel pharmaceutical compound,II,Not yet recruiting,2021-08-13,2022-08-10,Academic Medical Center,3206,Safety and efficacy of intervention in Osteoarthritis,Asia-Pacific,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT61954740,A Phase I Study of Dietary supplement in Multiple Sclerosis,Multiple Sclerosis,Dietary supplement,III,Completed,2020-05-09,2020-11-13,Johnson & Johnson,4431,Safety and efficacy of intervention in Multiple Sclerosis,Europe,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT80089433,A Phase IV Study of Immunotherapy in Obesity,Obesity,Surgical procedure,III,Terminated,2025-05-09,2029-03-16,Pfizer,4213,Safety and efficacy of intervention in Obesity,United States,Adults aged 18-75 with confirmed Obesity,"Pregnancy, severe comorbidities, previous treatment failure"
NCT62773857,A Phase II Study of Gene therapy in COPD,COPD,Stem cell therapy,III,"Active, not recruiting",2021-05-02,2025-01-16,NIH,2695,Safety and efficacy of intervention in COPD,Global,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT76902714,A Phase IV Study of Immunotherapy in Schizophrenia,Schizophrenia,Combination therapy,II,Terminated,2024-02-08,2026-05-01,GSK,1625,Safety and efficacy of intervention in Schizophrenia,Asia-Pacific,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT88236343,A Phase I Study of Dietary supplement in Diabetes Type 2,Diabetes Type 2,Novel pharmaceutical compound,III,Terminated,2025-05-31,2029-11-14,Johnson & Johnson,917,Safety and efficacy of intervention in Diabetes Type 2,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT19163334,A Phase I Study of Combination therapy in Hepatitis C,Hepatitis C,Medical device,I,Suspended,2023-12-07,2025-07-05,GSK,3489,Safety and efficacy of intervention in Hepatitis C,Asia-Pacific,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT23404351,A Phase III Study of Surgical procedure in Coronary Artery Disease,Coronary Artery Disease,Vaccine,II,"Active, not recruiting",2020-10-15,2022-01-12,Johnson & Johnson,437,Safety and efficacy of intervention in Coronary Artery Disease,Global,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT59148640,A Phase IV Study of Combination therapy in ADHD,ADHD,Immunotherapy,IV,"Active, not recruiting",2025-04-04,2030-02-12,GSK,2858,Safety and efficacy of intervention in ADHD,Asia-Pacific,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT67497150,A Phase III Study of Dietary supplement in HIV/AIDS,HIV/AIDS,Dietary supplement,IV,Completed,2022-07-31,2023-08-21,Pfizer,2765,Safety and efficacy of intervention in HIV/AIDS,Asia-Pacific,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT25955338,A Phase II Study of Novel pharmaceutical compound in Chronic Kidney Disease,Chronic Kidney Disease,Medical device,I,Not yet recruiting,2024-06-10,2025-05-26,NIH,2785,Safety and efficacy of intervention in Chronic Kidney Disease,Europe,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT66742184,A Phase IV Study of Vaccine in Chronic Kidney Disease,Chronic Kidney Disease,Immunotherapy,IV,Recruiting,2021-07-31,2025-04-07,Merck,2797,Safety and efficacy of intervention in Chronic Kidney Disease,Europe,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT20493304,A Phase III Study of Novel pharmaceutical compound in Colorectal Cancer,Colorectal Cancer,Gene therapy,II,"Active, not recruiting",2020-07-15,2023-05-23,Johnson & Johnson,4406,Safety and efficacy of intervention in Colorectal Cancer,United States,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT18802076,A Phase IV Study of Surgical procedure in Sleep Apnea,Sleep Apnea,Gene therapy,I,"Active, not recruiting",2019-12-01,2022-10-01,Roche,2315,Safety and efficacy of intervention in Sleep Apnea,Europe,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT99313984,A Phase IV Study of Surgical procedure in Hypertension,Hypertension,Behavioral intervention,II,Recruiting,2019-01-20,2022-12-04,Pfizer,47,Safety and efficacy of intervention in Hypertension,United States,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT88240769,A Phase II Study of Novel pharmaceutical compound in HIV/AIDS,HIV/AIDS,Vaccine,I,"Active, not recruiting",2023-01-02,2024-09-21,NIH,408,Safety and efficacy of intervention in HIV/AIDS,Europe,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT84376063,A Phase III Study of Vaccine in ADHD,ADHD,Novel pharmaceutical compound,I,"Active, not recruiting",2020-12-26,2023-05-30,NIH,2798,Safety and efficacy of intervention in ADHD,Asia-Pacific,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57237330,A Phase IV Study of Surgical procedure in Prostate Cancer,Prostate Cancer,Medical device,I,Suspended,2025-09-11,2027-01-07,NIH,2681,Safety and efficacy of intervention in Prostate Cancer,United States,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT90780731,A Phase I Study of Stem cell therapy in Diabetes Type 2,Diabetes Type 2,Dietary supplement,II,Completed,2020-07-12,2025-02-22,Pfizer,4893,Safety and efficacy of intervention in Diabetes Type 2,United States,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT80019294,A Phase IV Study of Stem cell therapy in Asthma,Asthma,Surgical procedure,II,Completed,2023-07-15,2028-05-02,Novartis,3366,Safety and efficacy of intervention in Asthma,Asia-Pacific,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT36018253,A Phase IV Study of Medical device in Multiple Sclerosis,Multiple Sclerosis,Medical device,I,Completed,2021-01-25,2025-06-27,Academic Medical Center,2627,Safety and efficacy of intervention in Multiple Sclerosis,Europe,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT86577050,A Phase III Study of Immunotherapy in Osteoarthritis,Osteoarthritis,Dietary supplement,I,"Active, not recruiting",2021-02-02,2025-08-06,Johnson & Johnson,4445,Safety and efficacy of intervention in Osteoarthritis,Asia-Pacific,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT21801703,A Phase III Study of Combination therapy in COPD,COPD,Immunotherapy,III,"Active, not recruiting",2019-08-06,2024-03-04,Novartis,3662,Safety and efficacy of intervention in COPD,Asia-Pacific,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT81567782,A Phase IV Study of Behavioral intervention in Parkinson's Disease,Parkinson's Disease,Behavioral intervention,I,"Active, not recruiting",2021-08-23,2022-05-08,GSK,1355,Safety and efficacy of intervention in Parkinson's Disease,Global,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT82943722,A Phase IV Study of Medical device in Lung Cancer,Lung Cancer,Surgical procedure,III,Not yet recruiting,2019-09-16,2020-08-25,Pfizer,1869,Safety and efficacy of intervention in Lung Cancer,United States,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT71914777,A Phase I Study of Medical device in Rheumatoid Arthritis,Rheumatoid Arthritis,Stem cell therapy,I,"Active, not recruiting",2023-06-13,2026-11-20,Novartis,199,Safety and efficacy of intervention in Rheumatoid Arthritis,United States,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT98087049,A Phase III Study of Gene therapy in Coronary Artery Disease,Coronary Artery Disease,Surgical procedure,II,Terminated,2022-08-07,2026-08-02,Pfizer,2564,Safety and efficacy of intervention in Coronary Artery Disease,United States,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT51870557,A Phase IV Study of Surgical procedure in Lung Cancer,Lung Cancer,Dietary supplement,II,"Active, not recruiting",2021-04-27,2022-10-21,Academic Medical Center,1535,Safety and efficacy of intervention in Lung Cancer,Europe,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40498926,A Phase II Study of Novel pharmaceutical compound in Bipolar Disorder,Bipolar Disorder,Surgical procedure,I,Recruiting,2023-11-17,2027-01-26,Johnson & Johnson,2629,Safety and efficacy of intervention in Bipolar Disorder,Global,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT77110313,A Phase III Study of Gene therapy in Lung Cancer,Lung Cancer,Immunotherapy,I,Suspended,2021-04-01,2025-06-01,NIH,4884,Safety and efficacy of intervention in Lung Cancer,Global,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
